X	B	Name	Дескриптор канала	Тип сигнала	A	NoScale	Технологический Блок	Зона	Ex	Контур	Старый контур	Контур с префиксом	Дескриптор Контура	FB	FB_Studio	HH_En	H_En	L_En	LL_En	Шкала Min	Шкала Max	Единицы измерения	Блокировка Min	Сигнализация Min	Сигнализация Max	Блокировка Max	CNTR	IOLINK	nmod	channel	Бит	Имя модуля	Тип IOM	path_ch	status_ch	mod_fault
1.2.1.1	TI13_DF	TE13_H1	Температура в бачке Тандем H-1	AI	RTD	False				TIRSAH13_H1	TI13_DF	DF_TI13	Температура в бачке Тандем H-1	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	1		12AI1	R500 AI 16 081-000-CAA			
1.2.1.2	TI14_DF	TE14_H2	Температура в бачке Тандем H-2	AI	RTD	False				TIRSAH14_H2	TI14_DF	DF_TI14	Температура в бачке Тандем H-2	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	2		12AI1	R500 AI 16 081-000-CAA			
1.2.1.3	TI15_DF	TE15_H3	Температура в бачке Тандем H-3	AI	RTD	False				TIRSAH15_H3	TI15_DF	DF_TI15	Температура в бачке Тандем H-3	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	3		12AI1	R500 AI 16 081-000-CAA			
1.2.1.4	TI16_DF	TE16_H4	Температура в бачке Тандем H-4	AI	RTD	False				TIRSAH16_H4	TI16_DF	DF_TI16	Температура в бачке Тандем H-4	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	4		12AI1	R500 AI 16 081-000-CAA			
1.2.1.5	TI17_DF	TE17_H5	Температура в бачке Тандем H-5	AI	RTD	False				TIRSAH17_H5	TI17_DF	DF_TI17	Температура в бачке Тандем H-5	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	5		12AI1	R500 AI 16 081-000-CAA			
1.2.1.6	TI18	TE18	Температура в бачке Тандем H-6	AI	RTD	False				TIRSAH18	TI18	DF_TI18	Температура в бачке Тандем H-6	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	6		12AI1	R500 AI 16 081-000-CAA			
1.2.1.7	TI19	TE19	Температура в бачке Тандем H-7	AI	RTD	False				TIRSAH19	TI19	DF_TI19	Температура в бачке Тандем H-7	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	7		12AI1	R500 AI 16 081-000-CAA			
1.2.1.8	TI20	TE20	Температура в бачке Тандем H-8	AI	RTD	False				TIRSAH20	TI20	DF_TI20	Температура в бачке Тандем H-8	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	8		12AI1	R500 AI 16 081-000-CAA			
1.2.1.9	TI21	TE21	Температура в бачке Тандем H-9	AI	RTD	False				TIRSAH21	TI21	DF_TI21	Температура в бачке Тандем H-9	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	9		12AI1	R500 AI 16 081-000-CAA			
1.2.1.10	TI5	TE5_H20	Температура подшипников H-20	AI	RTD	False				TIRAH5_H20	TI5	MF_TI5	T подшипников Н-20	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	70.0	999999.0	1	2	1	10		12AI1	R500 AI 16 081-000-CAA			
1.2.1.11	TI6	TE6	Температура в резервуаре Е-2	AI	RTD	False				TIRAHL6	TI6	MF_TI6	T в резерв. E-2	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	5.0	80.0	999999.0	1	2	1	11		12AI1	R500 AI 16 081-000-CAA			
1.2.1.12	TI311	TE311	Температура в емкости E-3-1	AI	RTD	False				TIRSAHL311	TI311	NF_TI311	Температура в емкости E-3-1	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	5.0	75.0	80.0	1	2	1	12		12AI1	R500 AI 16 081-000-CAA			
1.2.1.13	TI22	TE22	Температура в бачке Тандем H-1p	AI	RTD	False				TIRSAH22	TI22	DF_TI22	Температура в бачке Тандем H-1p	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	1	2	1	13		12AI1	R500 AI 16 081-000-CAA			
1.2.1.14				AI	RTD																						1	2	1	14		12AI1	R500 AI 16 081-000-CAA			
1.2.1.15				AI	RTD																						1	2	1	15		12AI1	R500 AI 16 081-000-CAA			
1.2.1.16				AI	RTD																						1	2	1	16		12AI1	R500 AI 16 081-000-CAA			
1.2.2.1	LIRSAHHLL8633	LT8633	Уровень в приемной камере дрен вод	AI	4-20мA	False				LIRSAHL8633	LIRSAHHLL8633	CE_LIRSAHHLL8633	Уровень в приемной камере дрен вод	FB_AI	FB_AI					0.0	3.0	м	0.4	0.5	2.2	2.5	1	2	2	1		12AI2	R500 AI 16 081-000-CAA			
1.2.2.2	PI54	PT54	Давление на выкиде H-1	AI	4-20мA	False				PIRCAH54	PIC54	DF_PIC54	Регул-ие давления на выкиде Н-1	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	0.96	999999.0	1	2	2	2		12AI2	R500 AI 16 081-000-CAA			
1.2.2.3	PI55	PT55	Давление на выкиде H-2	AI	4-20мA	False				PIRCAH55	PIC55	DF_PIC55	Регул-ие давления на выкиде Н-2	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	0.96	999999.0	1	2	2	3		12AI2	R500 AI 16 081-000-CAA			
1.2.2.4	PI56	PT56	Давление на выкиде H-3	AI	4-20мA	False				PIRCAH56	PIC56	DF_PIC56	Регул-ие давления на выкиде Н-3	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	0.86	999999.0	1	2	2	4		12AI2	R500 AI 16 081-000-CAA			
1.2.2.5	PI57	PT57	Давление на выкиде H-4	AI	4-20мA	False				PIRCAH57	PIC57	DF_PIC57	Регул-ие давления на выкиде Н-4	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	1.59	999999.0	1	2	2	5		12AI2	R500 AI 16 081-000-CAA			
1.2.2.6	PI63	PT63	Давление на выкиде H-1Р	AI	4-20мA	False				PIRCAHL63	PIC63	DF_PIC63	Регул-ие давления на выкиде Н-1Р	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	0.0	0.96	999999.0	1	2	2	6		12AI2	R500 AI 16 081-000-CAA			
1.2.2.7	LI45	LT45	Уровень в резервуаре E-5	AI	4-20мA	False				LIRSAHL45	LI45	MF_LI45	Уровень в резервуаре E-5	FB_AI	FB_AI					0.0	3.0	м	-999999.0	0.2	2.7	2.7	1	2	2	7		12AI2	R500 AI 16 081-000-CAA			
1.2.2.8	LI46	LT46	Уровень в резервуаре E-6	AI	4-20мA	False				LIR46	LI46	MF_LI46	Уровень в резервуаре E-6	FB_AI	FB_AI					0.0	3.0	м	-999999.0	-999999.0	999999.0	999999.0	1	2	2	8		12AI2	R500 AI 16 081-000-CAA			
1.2.2.9	LI47	LT47	Уровень в резервуаре E-2	AI	4-20мA	False				LIRSAHL47	LI47	MF_LI47	Уровень в резервуаре E-2	FB_AI	FB_AI					0.0	2.0	м	0.3	0.3	1.9	2.0	1	2	2	9		12AI2	R500 AI 16 081-000-CAA			
1.2.2.10	LI341	LT341	Уровень в емкости E-3-1	AI	4-20мA	False				LIRSAHL341	LI341	NF_LI341	Уровень в емкости E-3-1	FB_AI	FB_AI					0.0	2.0	м	0.3	0.4	1.5	999999.0	1	2	2	10		12AI2	R500 AI 16 081-000-CAA			
1.2.2.11				AI	4-20мA																						1	2	2	11		12AI2	R500 AI 16 081-000-CAA			
1.2.2.12				AI	4-20мA																						1	2	2	12		12AI2	R500 AI 16 081-000-CAA			
1.2.2.13				AI	4-20мA																						1	2	2	13		12AI2	R500 AI 16 081-000-CAA			
1.2.2.14				AI	4-20мA																						1	2	2	14		12AI2	R500 AI 16 081-000-CAA			
1.2.2.15				AI	4-20мA																						1	2	2	15		12AI2	R500 AI 16 081-000-CAA			
1.2.2.16				AI	4-20мA																						1	2	2	16		12AI2	R500 AI 16 081-000-CAA			
1.3.1.1	LI36	LT36	Уровень в Р201	AI	4-20мA	False				LIRSAHL36	LI36	FF_LI36	Уровень в Р201	FB_AI	FB_AI					0.0	15.0	м	2.3	2.5	13.4	13.59	1	3	1	1		13AI1	R500 AI 16 081-000-CAA			
1.3.1.2	LIRAHL31_37	LT31_37	Уровень в Р202	AI	4-20мA	False				LIRAHL31_37	LIRAHL31_37	FF_LIRAHL31_37	Уровень в Р202	FB_AI	FB_AI					0.5	14.0	м	-999999.0	2.5	13.4	999999.0	1	3	1	2		13AI1	R500 AI 16 081-000-CAA			
1.3.1.3	LIRAHL31_38	LT31_38	Уровень в Р-203	AI	4-20мA	False				LIRSAHL31_38	LIRAHL31_38	FF_LIRAHL31_38	Уровень в Р-203	FB_AI	FB_AI					0.5	15.0	м	2.3	2.5	13.4	13.55	1	3	1	3		13AI1	R500 AI 16 081-000-CAA			
1.3.1.4	LIRAHL31_39	LT31_39	Уровень в Р204	AI	4-20мA	False				LIRSAHL31_39	LIRAHL31_39	FF_LIRAHL31_39	Уровень в Р204	FB_AI	FB_AI					0.9	14.0	м	2.3	2.5	13.4	13.55	1	3	1	4		13AI1	R500 AI 16 081-000-CAA			
1.3.1.5	LIRAHL31_40	LT31_40	Уровень в Р-205	AI	4-20мA	False				LIRSAHL31_40	LIRAHL31_40	FF_LIRAHL31_40	Уровень в Р-205	FB_AI	FB_AI					0.5	14.0	м	2.3	2.5	13.4	13.55	1	3	1	5		13AI1	R500 AI 16 081-000-CAA			
1.3.1.6	LIRAHL31_41	LT31_41	Уровень в Р-206	AI	4-20мA	False				LIRSAHL31_41	LIRAHL31_41	FF_LIRAHL31_41	Уровень в Р-206	FB_AI	FB_AI					0.5	14.0	м	2.3	2.5	13.4	13.55	1	3	1	6		13AI1	R500 AI 16 081-000-CAA			
1.3.1.7	LI10_HF	LT10_1	Уровень в Р215	AI	4-20мA	False				LIRSAHL10_1	LI10_HF	HF_LI10	Уровень в Р215	FB_AI	FB_AI					0.0	12.0	м	-999999.0	1.0	10.72	10.82	1	3	1	7		13AI1	R500 AI 16 081-000-CAA			
1.3.1.8	LI11_HF	LT11_1	Уровень в Р216	AI	4-20мA	False				LIRSAHL11_1	LI11_HF	HF_LI11	Уровень в Р216	FB_AI	FB_AI					0.0	12.0	м	-999999.0	1.0	10.72	10.82	1	3	1	8		13AI1	R500 AI 16 081-000-CAA			
1.3.1.9	LI12	LT12	Уровень в Р217	AI	4-20мA	False				LIRSAHL12	LI12	HF_LI12	Уровень в Р217	FB_AI	FB_AI					0.0	12.0	м	-999999.0	1.0	10.72	10.82	1	3	1	9		13AI1	R500 AI 16 081-000-CAA			
1.3.1.10	LI18	LT18	Уровень в Р221	AI	4-20мA	False				LIRSAHL18	LI18	JF_LI18	Уровень в Р221	FB_AI	FB_AI					0.0	18.05	м	-999999.0	1.5	16.8	17.1	1	3	1	10		13AI1	R500 AI 16 081-000-CAA			
1.3.1.11	LI19	LT19	Уровень в Р222	AI	4-20мA	False				LIRSAHL19	LI19	JF_LI19	Уровень в Р222	FB_AI	FB_AI					0.0	18.05	м	-999999.0	1.5	16.8	17.1	1	3	1	11		13AI1	R500 AI 16 081-000-CAA			
1.3.1.12	LI15	LT15	Уровень в Р223	AI	4-20мA	False				LIRSAHL15	LI15	KF_LI15	Уровень в Р223	FB_AI	FB_AI					0.0	18.05	м	-999999.0	1.5	16.8	16.9	1	3	1	12		13AI1	R500 AI 16 081-000-CAA			
1.3.1.13	LI16	LT16	Уровень в Р224	AI	4-20мA	False				LIRSAHL16	LI16	KF_LI16	Уровень в Р224	FB_AI	FB_AI					0.0	18.05	м	-999999.0	1.5	16.8	16.9	1	3	1	13		13AI1	R500 AI 16 081-000-CAA			
1.3.1.14	LI13	LT13	Уровень в Р207	AI	4-20мA	False				LIRSAHL13	LI13	GF_LI13	Уровень в Р207	FB_AI	FB_AI					0.0	10.65	м	2.1	2.3	10.42	10.57	1	3	1	14		13AI1	R500 AI 16 081-000-CAA			
1.3.1.15	LI14	LT14	Уровень в Р208	AI	4-20мA	False				LIRSAHL14	LI14	GF_LI14	Уровень в Р208	FB_AI	FB_AI					0.0	10.65	м	2.1	2.3	10.42	10.57	1	3	1	15		13AI1	R500 AI 16 081-000-CAA			
1.3.1.16	LI15_GF	LT15_1	Уровень в Р209	AI	4-20мA	False				LIRSAHL15_1	LI15_GF	GF_LI15	Уровень в Р209	FB_AI	FB_AI					0.0	10.65	м	0.7	2.3	10.42	10.57	1	3	1	16		13AI1	R500 AI 16 081-000-CAA			
1.3.2.1	LI5	LT5	Уровень в Р210	AI	4-20мA	False				LIRSAHL5	LI5	IF_LI5	Уровень в Р210	FB_AI	FB_AI					0.0	10.7	м	2.1	2.25	10.4	10.55	1	3	2	1		13AI2	R500 AI 16 081-000-CAA			
1.3.2.2	LI6	LT6	Уровень в Р211	AI	4-20мA	False				LIRSAHL6	LI6	IF_LI6	Уровень в Р211	FB_AI	FB_AI					0.0	10.7	м	2.1	2.25	10.4	10.55	1	3	2	2		13AI2	R500 AI 16 081-000-CAA			
1.3.2.3	LI7	LT7	Уровень в Р212	AI	4-20мA	False				LIRSAHL7	LI7	IF_LI7	Уровень в Р212	FB_AI	FB_AI					0.0	10.7	м	2.1	2.25	10.4	10.55	1	3	2	3		13AI2	R500 AI 16 081-000-CAA			
1.3.2.4	LI8	LT8	Уровень в Р225	AI	4-20мA	False				LIRSAHL8	LI8	LF_LI8	Уровень в Р225	FB_AI	FB_AI					0.0	15.0	м	-999999.0	1.2	13.75	13.9	1	3	2	4		13AI2	R500 AI 16 081-000-CAA			
1.3.2.5	LI9	LT9	Уровень в Р226	AI	4-20мA	False				LIRSAHL9	LI9	LF_LI9	Уровень в Р226	FB_AI	FB_AI					0.0	15.0	м	-999999.0	1.2	13.75	13.9	1	3	2	5		13AI2	R500 AI 16 081-000-CAA			
1.3.2.6	LI10	LT10	Уровень в Р227	AI	4-20мA	False				LIRSAHL10	LI10	LF_LI10	Уровень в Р227	FB_AI	FB_AI					0.0	15.0	м	-999999.0	1.2	13.75	13.9	1	3	2	6		13AI2	R500 AI 16 081-000-CAA			
1.3.2.7	LI11	LT11	Уровень в Р228	AI	4-20мA	False				LIRSAHL11	LI11	LF_LI11	Уровень в Р228	FB_AI	FB_AI					0.0	15.0	м	-999999.0	1.2	13.75	13.9	1	3	2	7		13AI2	R500 AI 16 081-000-CAA			
1.3.2.8				AI	4-20мA																						1	3	2	8		13AI2	R500 AI 16 081-000-CAA			
1.3.2.9				AI	4-20мA																						1	3	2	9		13AI2	R500 AI 16 081-000-CAA			
1.3.2.10				AI	4-20мA																						1	3	2	10		13AI2	R500 AI 16 081-000-CAA			
1.3.2.11				AI	4-20мA																						1	3	2	11		13AI2	R500 AI 16 081-000-CAA			
